Document Name,Link,Current Status,ID #,Version,Facility/Project Name,County,Document Date,Document Types,Page count,Linked
GW1-2022-03860_Well Construction - GW1_20220331,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2286962&dbid=0&repo=WaterResources,,GW1-2022-03860,,,Mecklenburg,3/31/2022,Well Construction - GW1,1,
GW1-2022-07445_Well Construction - GW1_20220821,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2460959&dbid=0&repo=WaterResources,,GW1-2022-07445,,,Swain,8/21/2022,Well Construction - GW1,4,
GW1-2022-09300_Well Construction - GW1_20221006,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2528865&dbid=0&repo=WaterResources,,GW1-2022-09300,,,Currituck,10/6/2022,Well Construction - GW1,2,
GW1-2022-09631_Well Construction - GW1_20221021,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2542681&dbid=0&repo=WaterResources,,GW1-2022-09631,,,Franklin,10/21/2022,Well Construction - GW1,1,
GW1-2022-09754_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2555741&dbid=0&repo=WaterResources,,GW1-2022-09754,,,Madison,10/27/2022,Well Construction - GW1,2,
GW1-2022-09485_Well Construction - GW1_20221014,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536798&dbid=0&repo=WaterResources,,GW1-2022-09485,,,Ashe,10/14/2022,Well Construction - GW1,1,
GW1-2022-00134_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2639107&dbid=0&repo=WaterResources,,GW1-2022-00134,,,Rowan,12/19/2022,Well Construction - GW1,1,
GW1-2022-03982_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2296631&dbid=0&repo=WaterResources,,GW1-2022-03982,,,Buncombe,4/12/2022,Well Construction - GW1,1,
GW1-2022-01246_Well Construction - GW1_20220112,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2178192&dbid=0&repo=WaterResources,,GW1-2022-01246,,,Buncombe,1/12/2022,Well Construction - GW1,1,
GW1-2022-07446_Well Construction - GW1_20220821,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2460960&dbid=0&repo=WaterResources,,GW1-2022-07446,,,Jackson,8/21/2022,Well Construction - GW1,4,
GW1-2022-09734_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2555715&dbid=0&repo=WaterResources,,GW1-2022-09734,,,Pitt,10/27/2022,Well Construction - GW1,1,
GW1-2022-07940_Well Construction - GW1_20220823,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2479243&dbid=0&repo=WaterResources,,GW1-2022-07940,,,Vance,8/23/2022,Well Construction - GW1,1,
GW1-2022-08403_Well Construction - GW1_20220513,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492260&dbid=0&repo=WaterResources,,GW1-2022-08403,,,Greene,5/13/2022,Well Construction - GW1,2,
GW1-2022-09972_Well Construction - GW1_20221104,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2565309&dbid=0&repo=WaterResources,,GW1-2022-09972,,,Orange,11/4/2022,Well Construction - GW1,1,
GW1-2022-10784_Well Construction - GW1_20221208,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2614422&dbid=0&repo=WaterResources,,GW1-2022-10784,,,Mecklenburg,12/8/2022,Well Construction - GW1,1,
GW1-2022-10555_Well Construction - GW1_20221121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602739&dbid=0&repo=WaterResources,,GW1-2022-10555,,,Buncombe,11/21/2022,Well Construction - GW1,1,
GW1-2022-09379_Well Construction - GW1_20221010,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2530107&dbid=0&repo=WaterResources,,GW1-2022-09379,,,Vance,10/10/2022,Well Construction - GW1,1,
GW1-2022-05898_Well Construction - GW1_20220627,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2392039&dbid=0&repo=WaterResources,,GW1-2022-05898,,,Guilford,6/27/2022,Well Construction - GW1,1,
GW1-2022-09453_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536348&dbid=0&repo=WaterResources,,GW1-2022-09453,,,Buncombe,10/17/2022,Well Construction - GW1,1,
GW1-2022-08179_Well Construction - GW1_20220519,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492017&dbid=0&repo=WaterResources,,GW1-2022-08179,,,Henderson,5/19/2022,Well Construction - GW1,1,
GW1-2022-06832_Well Construction - GW1_20220715,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2430332&dbid=0&repo=WaterResources,,GW1-2022-06832,,,Wake,7/15/2022,Well Construction - GW1,1,
GW1-2022-01260_Well Construction - GW1_20220112,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2178884&dbid=0&repo=WaterResources,,GW1-2022-01260,,,Henderson,1/12/2022,Well Construction - GW1,1,
GW1-2022-05918_Well Construction - GW1_20220627,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2392125&dbid=0&repo=WaterResources,,GW1-2022-05918,,,Buncombe,6/27/2022,Well Construction - GW1,1,
GW1-2022-03544_Well Construction - GW1_20220322,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2259368&dbid=0&repo=WaterResources,,GW1-2022-03544,,,Wake,3/22/2022,Well Construction - GW1,1,
GW1-2022-07155_Well Construction - GW1_20220804,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2449592&dbid=0&repo=WaterResources,,GW1-2022-07155,,,Guilford,8/4/2022,Well Construction - GW1,2,
GW1-2022-03352_Well Construction - GW1_20220314,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2246969&dbid=0&repo=WaterResources,,GW1-2022-03352,,,Yancey,3/14/2022,Well Construction - GW1,2,
GW1-2022-03335_Well Construction - GW1_20220314,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2246927&dbid=0&repo=WaterResources,,GW1-2022-03335,,,Wake,3/14/2022,Well Construction - GW1,1,
GW1-2022-03212_Well Construction - GW1_20220309,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2242064&dbid=0&repo=WaterResources,,GW1-2022-03212,,,Rutherford,3/9/2022,Well Construction - GW1,1,
GW1-2022-09203_Well Construction - GW1_20220930,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2522829&dbid=0&repo=WaterResources,,GW1-2022-09203,,,Union,9/30/2022,Well Construction - GW1,1,
GW1-2022-01845_Well Construction - GW1_20220216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2217794&dbid=0&repo=WaterResources,,GW1-2022-01845,,,Edgecombe,2/16/2022,Well Construction - GW1,1,
GW1-2022-07985_Well Construction - GW1_20220906,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2480815&dbid=0&repo=WaterResources,,GW1-2022-07985,,,Swain,9/6/2022,Well Construction - GW1,4,
GW1-2022-10497_Well Construction - GW1_20221118,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602313&dbid=0&repo=WaterResources,,GW1-2022-10497,,,Halifax,11/18/2022,Well Construction - GW1,1,
GW1-2022-07398_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2454319&dbid=0&repo=WaterResources,,GW1-2022-07398,,,Swain,8/9/2022,Well Construction - GW1,1,
GW1-2022-04672_Well Construction - GW1_20220512,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2332819&dbid=0&repo=WaterResources,,GW1-2022-04672,,,Stokes,5/12/2022,Well Construction - GW1,1,
GW1-2022-10113_Well Construction - GW1_20221110,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2578751&dbid=0&repo=WaterResources,,GW1-2022-10113,,,Alamance,11/10/2022,Well Construction - GW1,1,
GW1-2022-08626_Well Construction - GW1_20220517,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492493&dbid=0&repo=WaterResources,,GW1-2022-08626,,,Columbus,5/17/2022,Well Construction - GW1,1,
GW1-2022-07754_Well Construction - GW1_20220819,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2470930&dbid=0&repo=WaterResources,,GW1-2022-07754,,,Gaston,8/19/2022,Well Construction - GW1,1,
GW1-2022-10743_Well Construction - GW1_20221208,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2613915&dbid=0&repo=WaterResources,,GW1-2022-10743,,,Lincoln,12/8/2022,Well Construction - GW1,1,
GW1-2022-07381_Well Construction - GW1_20220808,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2454206&dbid=0&repo=WaterResources,,GW1-2022-07381,,,Haywood,8/8/2022,Well Construction - GW1,1,
GW1-2022-01743_Well Construction - GW1_20220207,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2212894&dbid=0&repo=WaterResources,,GW1-2022-01743,,,Rowan,2/7/2022,Well Construction - GW1,1,
GW1-2022-05800_Well Construction - GW1_20220615,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2380929&dbid=0&repo=WaterResources,,GW1-2022-05800,,,Forsyth,6/15/2022,Well Construction - GW1,1,
GW1-2022-00198_Well Construction - GW1_20221216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2644698&dbid=0&repo=WaterResources,,GW1-2022-00198,,,Iredell,12/16/2022,Well Construction - GW1,1,
GW1-2022-03769_Well Construction - GW1_20220404,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2284344&dbid=0&repo=WaterResources,,GW1-2022-03769,,,Sampson,4/4/2022,Well Construction - GW1,1,
GW1-2022-08779_Well Construction - GW1_20220909,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499140&dbid=0&repo=WaterResources,,GW1-2022-08779,,,Cumberland,9/9/2022,Well Construction - GW1,1,
GW1-2022-01378_Well Construction - GW1_20220124,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2189171&dbid=0&repo=WaterResources,,GW1-2022-01378,,,Stokes,1/24/2022,Well Construction - GW1,1,
GW1-2022-07146_Well Construction - GW1_20220804,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2449583&dbid=0&repo=WaterResources,,GW1-2022-07146,,,Guilford,8/4/2022,Well Construction - GW1,2,
GW1-2022-07490_Well Construction - GW1_20220822,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2462085&dbid=0&repo=WaterResources,,GW1-2022-07490,,,Wake,8/22/2022,Well Construction - GW1,4,
GW1-2022-01737_Well Construction - GW1_20220207,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2212863&dbid=0&repo=WaterResources,,GW1-2022-01737,,,Rowan,2/7/2022,Well Construction - GW1,1,
GW1-2022-09795_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556509&dbid=0&repo=WaterResources,,GW1-2022-09795,,,Buncombe,10/27/2022,Well Construction - GW1,1,
GW1-2022-01623_Well Construction - GW1_20220211,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2199311&dbid=0&repo=WaterResources,,GW1-2022-01623,,,Person,2/11/2022,Well Construction - GW1,4,
GW1-2022-03164_Well Construction - GW1_20220307,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2235340&dbid=0&repo=WaterResources,,GW1-2022-03164,,,Rowan,3/7/2022,Well Construction - GW1,1,
GW1-2022-09438_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536306&dbid=0&repo=WaterResources,,GW1-2022-09438,,,Jackson,10/17/2022,Well Construction - GW1,1,
GW1-2022-05597_Well Construction - GW1_20220614,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2370544&dbid=0&repo=WaterResources,,GW1-2022-05597,,,Guilford,6/14/2022,Well Construction - GW1,2,
GW1-2022-01639_Well Construction - GW1_20220203,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2200593&dbid=0&repo=WaterResources,,GW1-2022-01639,,,Brunswick,2/3/2022,Well Construction - GW1,1,
GW1-2022-10078_Well Construction - GW1_20221107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2570743&dbid=0&repo=WaterResources,,GW1-2022-10078,,,Union,11/7/2022,Well Construction - GW1,1,
GW1-2022-09252_Well Construction - GW1_20221003,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2525356&dbid=0&repo=WaterResources,,GW1-2022-09252,,,Lincoln,10/3/2022,Well Construction - GW1,1,
GW1-2022-10325_Well Construction - GW1_20221114,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2586310&dbid=0&repo=WaterResources,,GW1-2022-10325,,,Currituck,11/14/2022,Well Construction - GW1,3,
GW1-2022-06214_Well Construction - GW1_20220620,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2408030&dbid=0&repo=WaterResources,,GW1-2022-06214,,,Gaston,6/20/2022,Well Construction - GW1,1,
GW1-2022-01757_Well Construction - GW1_20220215,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2215491&dbid=0&repo=WaterResources,,GW1-2022-01757,,,Rutherford,2/15/2022,Well Construction - GW1,1,
GW1-2022-06167_Well Construction - GW1_20220701,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2407441&dbid=0&repo=WaterResources,,GW1-2022-06167,,,Wake,7/1/2022,Well Construction - GW1,1,
GW1-2022-02468_Well Construction - GW1_20220304,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2226510&dbid=0&repo=WaterResources,,GW1-2022-02468,,,Lincoln,3/4/2022,Well Construction - GW1,4,
GW1-2022-09569_Well Construction - GW1_20221021,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2541882&dbid=0&repo=WaterResources,,GW1-2022-09569,,,Union,10/21/2022,Well Construction - GW1,1,
GW1-2022-00914_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2169483&dbid=0&repo=WaterResources,,GW1-2022-00914,,,Rowan,1/7/2022,Well Construction - GW1,1,
GW1-2022-05541_Well Construction - GW1_20220603,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2370068&dbid=0&repo=WaterResources,,GW1-2022-05541,,,Wake,6/3/2022,Well Construction - GW1,1,
GW1-2022-06466_Well Construction - GW1_20220519,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2412874&dbid=0&repo=WaterResources,,GW1-2022-06466,,,Buncombe,5/19/2022,Well Construction - GW1,1,
GW1-2022-08333_Well Construction - GW1_20220519,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492212&dbid=0&repo=WaterResources,,GW1-2022-08333,,,Orange,5/19/2022,Well Construction - GW1,1,
GW1-2022-03789_Well Construction - GW1_20220404,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2284953&dbid=0&repo=WaterResources,,GW1-2022-03789,,,Cabarrus,4/4/2022,Well Construction - GW1,1,
GW1-2022-01338_Well Construction - GW1_20220202,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2188219&dbid=0&repo=WaterResources,,GW1-2022-01338,,,Cherokee,2/2/2022,Well Construction - GW1,4,
GW1-2022-08561_Well Construction - GW1_20220527,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492428&dbid=0&repo=WaterResources,,GW1-2022-08561,,,Gaston,5/27/2022,Well Construction - GW1,1,
GW1-2022-09055_Well Construction - GW1_20220930,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2514528&dbid=0&repo=WaterResources,,GW1-2022-09055,,,Brunswick,9/30/2022,Well Construction - GW1,3,
GW1-2022-10553_Well Construction - GW1_20221121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602737&dbid=0&repo=WaterResources,,GW1-2022-10553,,,Buncombe,11/21/2022,Well Construction - GW1,1,
GW1-2022-01850_Well Construction - GW1_20220216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2217856&dbid=0&repo=WaterResources,,GW1-2022-01850,,,Iredell,2/16/2022,Well Construction - GW1,1,
GW1-2022-09475_Well Construction - GW1_20221014,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536730&dbid=0&repo=WaterResources,,GW1-2022-09475,,,Stokes,10/14/2022,Well Construction - GW1,1,
GW1-2022-08595_Well Construction - GW1_20220411,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492462&dbid=0&repo=WaterResources,,GW1-2022-08595,,,Ashe,4/11/2022,Well Construction - GW1,1,
GW1-2022-05838_Well Construction - GW1_20220615,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2381593&dbid=0&repo=WaterResources,,GW1-2022-05838,,,New Hanover,6/15/2022,Well Construction - GW1,4,
GW1-2022-02921_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2229003&dbid=0&repo=WaterResources,,GW1-2022-02921,,,Jackson,2/28/2022,Well Construction - GW1,1,
GW1-2022-08398_Well Construction - GW1_20220829,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492255&dbid=0&repo=WaterResources,,GW1-2022-08398,,,Rowan,8/29/2022,Well Construction - GW1,1,
GW1-2022-04496_Well Construction - GW1_20220509,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2321902&dbid=0&repo=WaterResources,,GW1-2022-04496,,,Mecklenburg,5/9/2022,Well Construction - GW1,1,
GW1-2022-01037_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2171410&dbid=0&repo=WaterResources,,GW1-2022-01037,,,Yancey,1/7/2022,Well Construction - GW1,1,
GW1-2022-07274_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2451995&dbid=0&repo=WaterResources,,GW1-2022-07274,,,Iredell,8/9/2022,Well Construction - GW1,1,
GW1-2022-07828_Well Construction - GW1_20220822,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2473190&dbid=0&repo=WaterResources,,GW1-2022-07828,,,Macon,8/22/2022,Well Construction - GW1,2,
GW1-2022-01824_Well Construction - GW1_20220210,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2216423&dbid=0&repo=WaterResources,,GW1-2022-01824,,,Cumberland,2/10/2022,Well Construction - GW1,1,
GW1-2022-08180_Well Construction - GW1_20220518,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492018&dbid=0&repo=WaterResources,,GW1-2022-08180,,,Rutherford,5/18/2022,Well Construction - GW1,1,
GW1-2022-08823_Well Construction - GW1_20220919,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2496384&dbid=0&repo=WaterResources,,GW1-2022-08823,,,Rockingham,9/19/2022,Well Construction - GW1,4,
GW1-2022-04485_Well Construction - GW1_20220509,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2321887&dbid=0&repo=WaterResources,,GW1-2022-04485,,,Rowan,5/9/2022,Well Construction - GW1,1,
GW1-2022-10820_Well Construction - GW1_20221209,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2617780&dbid=0&repo=WaterResources,,GW1-2022-10820,,,Guilford,12/9/2022,Well Construction - GW1,2,
GW1-2022-05132_Well Construction - GW1_20220531,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2354497&dbid=0&repo=WaterResources,,GW1-2022-05132,,,Cumberland,5/31/2022,Well Construction - GW1,1,
GW1-2022-07024_Well Construction - GW1_20220726,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2439116&dbid=0&repo=WaterResources,,GW1-2022-07024,,,Columbus,7/26/2022,Well Construction - GW1,1,
GW1-2022-07374_Well Construction - GW1_20220808,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2452881&dbid=0&repo=WaterResources,,GW1-2022-07374,,,Granville,8/8/2022,Well Construction - GW1,1,
GW1-2022-07946_Well Construction - GW1_20220823,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2479249&dbid=0&repo=WaterResources,,GW1-2022-07946,,,Wake,8/23/2022,Well Construction - GW1,1,
GW1-2022-09479_Well Construction - GW1_20221014,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536734&dbid=0&repo=WaterResources,,GW1-2022-09479,,,Rowan,10/14/2022,Well Construction - GW1,1,
GW1-2022-05640_Well Construction - GW1_20220610,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2372570&dbid=0&repo=WaterResources,,GW1-2022-05640,,,Lincoln,6/10/2022,Well Construction - GW1,1,
GW1-2022-07208_Well Construction - GW1_20220729,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2450832&dbid=0&repo=WaterResources,,GW1-2022-07208,,,Stokes,7/29/2022,Well Construction - GW1,1,
GW1-2022-01465_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2193332&dbid=0&repo=WaterResources,,GW1-2022-01465,,,Harnett,1/20/2022,Well Construction - GW1,3,
GW1-2022-09170_Well Construction - GW1_20220930,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2522697&dbid=0&repo=WaterResources,,GW1-2022-09170,,,Rockingham,9/30/2022,Well Construction - GW1,1,
GW1-2022-09576_Well Construction - GW1_20221025,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2541856&dbid=0&repo=WaterResources,,GW1-2022-09576,,,Surry,10/25/2022,Well Construction - GW1,4,
GW1-2022-10633_Well Construction - GW1_20221128,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2612981&dbid=0&repo=WaterResources,,GW1-2022-10633,,,Buncombe,11/28/2022,Well Construction - GW1,1,
GW1-2022-04023_Well Construction - GW1_20220422,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2307896&dbid=0&repo=WaterResources,,GW1-2022-04023,,,Wake,4/22/2022,Well Construction - GW1,1,
GW1-2022-03734_Well Construction - GW1_20220330,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2272530&dbid=0&repo=WaterResources,,GW1-2022-03734,,,Wake,3/30/2022,Well Construction - GW1,1,
GW1-2022-00937_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2169547&dbid=0&repo=WaterResources,,GW1-2022-00937,,,Rutherford,1/7/2022,Well Construction - GW1,1,
GW1-2022-03702_Well Construction - GW1_20220405,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2271421&dbid=0&repo=WaterResources,,GW1-2022-03702,,,Craven,4/5/2022,Well Construction - GW1,4,
GW1-2022-00170_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2640914&dbid=0&repo=WaterResources,,GW1-2022-00170,,,Wilkes,12/19/2022,Well Construction - GW1,1,
GW1-2022-06866_Well Construction - GW1_20220719,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2433693&dbid=0&repo=WaterResources,,GW1-2022-06866,,,Sampson,7/19/2022,Well Construction - GW1,1,
GW1-2022-08732_Well Construction - GW1_20220826,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492724&dbid=0&repo=WaterResources,,GW1-2022-08732,,,Gaston,8/26/2022,Well Construction - GW1,1,
GW1-2022-06220_Well Construction - GW1_20220620,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2408036&dbid=0&repo=WaterResources,,GW1-2022-06220,,,Davidson,6/20/2022,Well Construction - GW1,1,
GW1-2022-03381_Well Construction - GW1_20220314,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2247067&dbid=0&repo=WaterResources,,GW1-2022-03381,,,Rutherford,3/14/2022,Well Construction - GW1,1,
GW1-2022-03387_Well Construction - GW1_20220322,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2249804&dbid=0&repo=WaterResources,,GW1-2022-03387,,,Catawba,3/22/2022,Well Construction - GW1,4,
GW1-2022-08239_Well Construction - GW1_20220419,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492078&dbid=0&repo=WaterResources,,GW1-2022-08239,,,Jackson,4/19/2022,Well Construction - GW1,1,
GW1-2022-01110_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2172551&dbid=0&repo=WaterResources,,GW1-2022-01110,,,Polk,1/7/2022,Well Construction - GW1,1,
GW1-2022-00885_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2169317&dbid=0&repo=WaterResources,,GW1-2022-00885,,,Jackson,1/7/2022,Well Construction - GW1,1,
GW1-2022-01657_Well Construction - GW1_20220105,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2205227&dbid=0&repo=WaterResources,,GW1-2022-01657,,,Franklin,1/5/2022,Well Construction - GW1,2,
GW1-2022-01093_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2172472&dbid=0&repo=WaterResources,,GW1-2022-01093,,,Madison,1/7/2022,Well Construction - GW1,1,
GW1-2022-03204_Well Construction - GW1_20220314,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2237976&dbid=0&repo=WaterResources,,GW1-2022-03204,,,Lincoln,3/14/2022,Well Construction - GW1,4,
GW1-2022-03980_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2296629&dbid=0&repo=WaterResources,,GW1-2022-03980,,,Buncombe,4/12/2022,Well Construction - GW1,1,
GW1-2022-08936_Well Construction - GW1_20220919,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2506914&dbid=0&repo=WaterResources,,GW1-2022-08936,,,Warren,9/19/2022,Well Construction - GW1,1,
GW1-2022-06553_Well Construction - GW1_20220419,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2416193&dbid=0&repo=WaterResources,,GW1-2022-06553,,,Cherokee,4/19/2022,Well Construction - GW1,1,
GW1-2022-04698_Well Construction - GW1_20220519,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2334570&dbid=0&repo=WaterResources,,GW1-2022-04698,,,Carteret,5/19/2022,Well Construction - GW1,4,
GW1-2022-01274_Well Construction - GW1_20220112,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2179799&dbid=0&repo=WaterResources,,GW1-2022-01274,,,Person,1/12/2022,Well Construction - GW1,1,
GW1-2022-06623_Well Construction - GW1_20220711,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2419301&dbid=0&repo=WaterResources,,GW1-2022-06623,,,Surry,7/11/2022,Well Construction - GW1,1,
GW1-2022-08432_Well Construction - GW1_20220426,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492294&dbid=0&repo=WaterResources,,GW1-2022-08432,,,Union,4/26/2022,Well Construction - GW1,1,
GW1-2022-03588_Well Construction - GW1_20220328,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2261334&dbid=0&repo=WaterResources,,GW1-2022-03588,,,Nash,3/28/2022,Well Construction - GW1,1,
GW1-2022-05288_Well Construction - GW1_20220526,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2359309&dbid=0&repo=WaterResources,,GW1-2022-05288,,,Jackson,5/26/2022,Well Construction - GW1,1,
GW1-2022-03919_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295864&dbid=0&repo=WaterResources,,GW1-2022-03919,,,Madison,4/12/2022,Well Construction - GW1,1,
GW1-2022-04629_Well Construction - GW1_20220512,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2331978&dbid=0&repo=WaterResources,,GW1-2022-04629,,,Wilkes,5/12/2022,Well Construction - GW1,1,
